"","Precinct","RegisteredVoters","BallotsCast","Turnout","Bill Schuette / Lisa Posthumus Lyons (REP)","Gretchen Whitmer / Garlin D. Gilchrist II (DEM)
","Bill Gelineau / Angelique Chaiser Thomas (LIB)","Todd Schleiger / Earl P. Lackie (UST)","Jennifer V. Kurland / Charin H. Davenport (GRN)","Keith Butkovich / Raymond Warner (NLP)","Mary Treder Lang (REP)","Jocelyn Benson (DEM)","Gregory Scott Stempfle (LIB)","Robert Gale (UST)","Tom Leonard (REP)","Dana Nessel (DEM)","Lisa Lane Gioia (LIB)","Gerald T. Van Sickle (UST)","Chris Graveline (NPA)","John James (REP)","Debbie Stabenow (DEM)","George E. Huffman III (UST)","Marcia Squier (GRN)","John Howard Wilhelm (NLP)","Bill Huizenga (REP)","Rob Davidson (DEM)","Ronald E. Graeser (UST)","Justin Amash (REP)","Cathy Albro (DEM)","Ted Gerrard (UST)","Aric Nesbitt (REP)","Garnet Lewis (DEM)","Erwin Haas (LIB)","Robert M. Alway (GRN)","Peter MacGregor (REP)","Craig Beach (DEM)","Nathan Hewer (LIB)","Chris Afendoulis (REP)","Winnie Brinks (DEM)","Robert VanNoller (LIB)","Louis Palus (WCP)","Steven Johnson (REP)","Ron Draayer (DEM)","Jamie Lewis (LIB)","Lynn Afendoulis (REP)","Bill Saxton (DEM)","Mark E. Huizenga (REP)","Meagan L. Carr (DEM)","Daniel Allen Schutte (REP)","David LaGrand (DEM)","Jacob Straley (GRN)","Amanda Brand (REP)","Rachel Hood (DEM)","Tommy Brann (REP)","Dana Knight (DEM)","Patty Malowney (LIB)","Brandon Hoezee (UST)","Thomas A. Albert (REP)","Lauren Taylor (DEM)","Sue Norman (NPA)","Tami Carlone (REP)","Richard Zeile (REP)","Judith P. Pritchett (DEM)","Tiffany Tilley (DEM)","Scotty Boman (LIB)","John J. Tatar (LIB)","Karen Adams (UST)","Douglas Levesque (UST)","Sherry A. Wells (GRN)","Mary Anne Hering (WCP)","Logan R. Smith (WCP)","AndreaFischer
          Newman  (REP)
","Andrew
          Richner (REP)
","Jordan
          Acker (DEM)
","Paul
          Brown (DEM)
","JamesLewis
          Hudler (LIB)
","John
          Jascob (LIB)
","Joe
          Sanger (UST)
","CrystalVan
          Sickle (UST)
","KevinA.
          Graves (GRN)
","MargeKatchmark
          Sallows (NLP)
","Dave
            Dutch (REP)
","Mike
            Miller (REP)
","BriannaT.
            Scott (DEM)
","KellyCharron
            Tebay  (DEM)
","Bruce
            Campbell  (LIB)
","Tim
            Orzechowski  (LIB)
","JanetM.
            Sanger  (UST)
","JohnPaul
            Sanger  (UST)
","Aaron
            Mariasy  (GRN)
","BridgetteR.
            Abraham-Guzman (NLP)
","Diane
           Dunaskiss (REP)
","David
           Nicholson (REP)
","BryanC.
           Barnhill (DEM)
","Anil
           Kumar (DEM)
","Jon
           Elgas  (LIB)
","JohnT.
           Hargenrader  (LIB)
","ChristineC.
           Schwartz (UST)
","MarcJoseph
           Sosnowski  (UST)
","TheodoreVonk  (REP)","DeborahHavens  (DEM)","EmilyPostBrieve  (REP)","JimSaalfeld  (REP)","AugustTreu  (DEM)","JillMartinez  (REP)","MonicaSparks  (DEM)","CharlotteAikens  (GRN)","JessicaAnnTyson  (REP)","BetsyMelton   (DEM)","KyleBrethauer  (REP)","CarolM.Hennessy  (DEM)","JoelHerbertTownsend  (REP)","JimTalen  (DEM)","JennaVandeKamp  (REP)","DavidBulkowski  (DEM)","CourtneyPanter  (REP)","RobertWomack  (DEM)","DanKoorndyk  (REP)","StephenWooden  (DEM)","LaurelAbraham  (REP)","PhilSkaggs  (DEM)","ThomasAntor  (REP)","JeremiahAnway  (DEM)","RogerC.Morgan  (REP)","DianeJones  (REP)","KariSmith  (DEM)","MandyBolter  (REP)","NevilleJ.Mark  (DEM)","StanStek  (REP)","PamDeGryse  (DEM)","StanPonstein  (REP)","MikeJohnson  (DEM)","HaroldVoorhees  (REP)","MattKallman  (REP)","BobSmith  (DEM)"
"134","Grand Rapids Ward 3 Precinct 65",2000,965,"48%",252,679,11,6,4,0,258,659,22,7,253,627,28,8,20,268,670,6,10,3,NA,NA,NA,281,632,27,NA,NA,NA,NA,NA,NA,NA,246,657,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,654,NA,NA,NA,NA,NA,NA,NA,233,218,538,544,31,12,17,5,13,27,12,225,209,539,522,20,15,11,19,13,8,216,216,571,488,20,12,20,14,9,9,237,212,531,497,19,7,36,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Grand Rapids Ward 3 Precinct 66",2363,819,"34%",49,728,12,4,4,2,52,723,16,8,48,702,20,11,10,63,712,9,16,6,NA,NA,NA,59,716,14,NA,NA,NA,NA,NA,NA,NA,45,708,7,29,NA,NA,NA,NA,NA,NA,NA,40,721,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,31,554,578,14,13,14,8,15,29,28,43,28,563,576,16,8,9,18,14,14,31,38,618,511,14,6,14,11,12,14,36,35,593,549,17,7,23,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Grand Rapids Ward 3 Precinct 67",2799,1032,"36%",61,929,11,3,3,2,61,933,14,8,61,908,17,5,10,76,913,9,13,4,NA,NA,NA,76,917,12,NA,NA,NA,NA,NA,NA,NA,58,928,8,16,NA,NA,NA,NA,NA,NA,NA,56,929,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,51,732,775,18,10,13,2,12,27,16,47,46,755,752,8,11,8,17,17,9,51,51,797,694,19,6,13,7,6,9,55,47,777,693,13,7,18,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Grand Rapids Ward 3 Precinct 68",1642,1135,"69%",219,883,16,2,6,0,235,868,13,4,237,827,19,2,11,243,870,1,11,3,NA,NA,NA,292,828,5,NA,NA,NA,NA,NA,NA,NA,224,884,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,872,NA,NA,NA,NA,NA,NA,NA,212,185,739,734,21,19,5,4,26,22,14,224,188,700,687,15,16,5,20,15,12,187,187,735,682,20,12,13,9,16,14,202,185,684,671,23,16,18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Grand Rapids Ward 3 Precinct 69",1359,983,"72%",464,494,6,3,4,0,472,475,14,2,489,438,11,2,11,486,479,2,5,0,NA,NA,NA,514,447,5,NA,NA,NA,NA,NA,NA,NA,468,487,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476,463,NA,NA,NA,NA,NA,NA,NA,421,404,404,401,21,9,7,3,12,7,6,412,394,375,373,14,12,9,9,14,7,385,403,397,361,19,11,11,9,12,7,410,369,358,358,18,17,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Grand Rapids Ward 3 Precinct 70",1791,660,"36%",24,596,4,5,8,3,28,598,12,8,28,566,21,8,11,40,580,9,12,8,NA,NA,NA,55,572,8,NA,NA,NA,NA,NA,NA,NA,29,584,8,15,NA,NA,NA,NA,NA,NA,NA,28,590,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,14,454,497,8,6,9,3,9,34,15,25,18,465,476,10,5,7,13,12,11,22,21,526,428,11,4,13,7,4,9,26,25,486,460,10,8,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Grand Rapids Ward 3 Precinct 71",1695,958,"56%",161,762,11,2,10,1,162,751,18,6,167,730,12,1,14,179,744,1,16,0,NA,NA,NA,194,727,11,NA,NA,NA,NA,NA,NA,NA,150,767,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,749,NA,NA,NA,NA,NA,NA,NA,146,131,602,627,27,10,16,3,19,16,18,141,122,589,590,16,19,4,15,25,8,132,126,635,561,26,17,8,6,13,6,144,116,584,573,25,17,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Grand Rapids Ward 3 Precinct 72",871,603,"69%",152,437,8,2,1,0,156,422,10,3,157,407,14,1,8,174,413,1,9,1,NA,NA,NA,183,402,3,NA,NA,NA,NA,NA,NA,NA,151,424,4,7,NA,NA,NA,NA,NA,NA,NA,140,430,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,133,348,336,15,8,4,2,14,14,7,134,123,325,307,12,12,2,13,16,13,122,128,349,302,18,13,13,1,9,8,131,125,311,314,14,10,24,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Grand Rapids Ward 3 Precinct 73",1165,766,"65%",242,494,13,2,2,0,248,483,15,2,259,440,28,3,7,258,487,1,7,1,NA,NA,NA,303,445,3,NA,NA,NA,NA,NA,NA,NA,236,494,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,467,NA,NA,NA,NA,NA,NA,NA,230,194,412,381,26,15,9,3,11,15,6,235,203,387,355,15,16,5,9,9,5,215,206,402,363,16,8,8,3,5,7,222,195,355,343,19,12,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Grand Rapids Ward 3 Precinct 74",1371,808,"58%",194,566,24,3,10,1,203,549,26,5,209,520,35,3,9,219,550,1,17,5,NA,NA,NA,246,525,11,NA,NA,NA,NA,NA,NA,NA,201,550,21,11,NA,NA,NA,NA,NA,NA,NA,187,556,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,154,457,439,38,23,11,1,19,23,19,184,160,432,421,27,25,3,10,22,15,154,150,456,405,43,22,12,5,17,17,176,150,429,399,32,26,26,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Grand Rapids Ward 3 Precinct 75",1209,602,"49%",72,498,12,5,9,1,84,483,18,6,88,460,24,4,7,94,474,2,12,8,NA,NA,NA,106,468,7,NA,NA,NA,NA,NA,NA,NA,76,485,12,13,NA,NA,NA,NA,NA,NA,NA,73,488,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,60,384,366,24,15,13,6,18,26,16,72,58,368,376,12,23,8,18,12,15,69,67,392,358,17,14,21,3,11,9,71,70,367,356,25,9,25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Grand Rapids Ward 3 Precinct 76",1577,653,"41%",38,583,8,8,4,2,36,585,10,5,40,565,15,6,7,49,575,2,14,2,NA,NA,NA,53,575,3,NA,NA,NA,NA,NA,NA,NA,35,580,8,10,NA,NA,NA,NA,NA,NA,NA,37,571,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,27,456,465,12,7,3,3,20,18,16,36,29,461,444,10,11,3,14,14,7,30,34,482,423,13,9,2,6,13,10,28,34,463,446,15,5,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Grand Rapids Ward 3 Precinct 77",1291,916,"70%",271,622,9,3,5,1,281,602,13,3,299,559,16,4,11,292,599,1,10,2,NA,NA,NA,321,567,9,NA,NA,NA,NA,NA,NA,NA,268,605,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,588,NA,NA,NA,NA,NA,NA,NA,258,231,493,484,26,22,12,3,16,18,13,258,231,484,472,16,21,6,18,10,4,234,226,508,462,23,13,8,6,12,8,245,214,464,471,21,18,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Grand Rapids Charter Township Precinct 1",1513,1075,"71%",616,430,12,1,8,1,624,414,19,1,655,371,13,1,10,627,424,1,6,4,NA,NA,NA,680,364,8,NA,NA,NA,NA,NA,NA,NA,671,362,9,2,NA,NA,NA,691,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,551,337,321,27,14,10,4,16,11,5,596,536,314,300,26,22,8,6,20,9,553,548,337,315,35,19,5,5,17,7,560,521,300,301,28,22,18,8,NA,NA,NA,642,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Grand Rapids Charter Township Precinct 2",1016,738,"72%",374,345,10,0,2,1,384,324,13,0,387,307,15,3,5,395,334,0,3,0,NA,NA,NA,408,301,9,NA,NA,NA,NA,NA,NA,NA,412,296,7,2,NA,NA,NA,423,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,324,284,260,17,13,6,3,8,16,9,335,313,262,248,18,17,1,8,9,8,319,311,268,258,15,19,8,5,10,9,323,296,245,242,20,14,13,5,NA,NA,NA,394,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Grand Rapids Charter Township Precinct 3",1812,1358,"74%",637,685,13,3,3,0,674,645,19,2,701,586,18,4,18,663,667,2,11,3,NA,NA,NA,707,594,18,NA,NA,NA,NA,NA,NA,NA,714,589,9,4,NA,NA,NA,759,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,598,551,508,38,23,15,5,12,23,9,648,598,514,501,27,22,10,21,15,12,602,607,549,520,31,25,13,7,12,8,629,577,499,487,31,24,21,8,NA,NA,NA,712,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Grand Rapids Charter Township Precinct 4",1733,1263,"72%",597,632,15,3,6,1,611,602,20,2,628,548,29,5,21,659,587,0,8,2,NA,NA,NA,663,550,20,NA,NA,NA,NA,NA,NA,NA,651,565,15,5,NA,NA,NA,675,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,519,527,500,38,19,10,4,23,31,10,575,514,484,466,27,23,9,13,25,21,534,537,509,481,28,22,22,13,18,15,573,511,452,448,29,20,34,11,NA,NA,NA,641,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Grand Rapids Charter Township Precinct 5",1863,1364,"73%",617,712,17,2,4,2,623,693,19,3,650,626,25,2,19,655,685,5,4,2,NA,NA,NA,679,634,17,NA,NA,NA,NA,NA,NA,NA,683,629,16,6,NA,NA,NA,694,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,542,580,539,38,22,11,5,16,19,10,601,552,515,477,28,27,13,20,28,13,538,566,556,508,35,32,11,10,23,12,574,520,493,485,34,30,24,14,NA,NA,NA,659,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Grand Rapids Charter Township Precinct 6",1720,1276,"74%",636,588,23,5,9,4,626,574,35,12,645,536,33,3,17,669,570,4,8,8,NA,NA,NA,684,536,23,NA,NA,NA,NA,NA,NA,NA,667,537,18,13,NA,NA,NA,712,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569,523,489,485,38,28,17,8,15,28,24,562,523,468,434,27,29,13,27,21,21,549,544,475,445,39,29,17,9,18,8,554,512,433,434,32,29,28,18,NA,NA,NA,667,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Grand Rapids Charter Township Precinct 7",1043,669,"64%",338,309,11,1,5,1,330,306,14,8,352,265,15,3,14,348,302,3,10,2,NA,NA,NA,375,267,14,NA,NA,NA,NA,NA,NA,NA,342,285,8,12,NA,NA,NA,366,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,265,242,231,27,10,12,1,16,25,9,277,270,226,207,11,7,10,14,14,11,266,274,230,220,17,11,10,6,12,6,277,258,215,209,17,8,20,10,NA,NA,NA,348,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Grand Rapids Charter Township Precinct 8",1783,1300,"72%",651,612,14,3,6,1,675,589,12,5,705,533,16,2,14,690,591,3,3,2,NA,NA,NA,734,530,14,NA,NA,NA,NA,NA,NA,NA,728,523,8,3,NA,NA,NA,719,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,572,499,465,38,19,8,6,20,19,15,607,556,455,436,22,19,11,24,24,20,565,589,496,432,31,20,16,8,18,19,605,548,443,438,27,20,30,9,NA,NA,NA,691,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Grand Rapids Charter Township Precinct 9",1156,892,"77%",517,349,9,3,2,0,523,328,17,2,534,313,11,0,8,534,340,4,5,0,NA,NA,NA,555,302,15,NA,NA,NA,NA,NA,NA,NA,534,308,14,9,NA,NA,NA,556,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,457,276,265,31,19,15,8,6,16,8,485,459,246,245,22,21,10,15,6,5,459,465,257,241,29,19,12,5,2,7,460,438,242,229,31,19,17,9,NA,NA,NA,558,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Grandville Precinct 1",1577,1029,"65%",539,444,17,7,12,2,539,422,27,13,552,386,23,8,15,560,431,11,12,1,577,413,21,NA,NA,NA,NA,NA,NA,NA,558,396,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,430,335,335,35,35,20,10,15,21,20,470,421,326,309,31,26,17,23,16,13,449,443,331,303,37,26,21,16,14,11,462,417,314,287,37,22,38,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,355,NA,NA,NA
"157","Grandville Precinct 2",2014,1232,"61%",648,534,21,5,11,1,650,513,29,6,663,470,37,7,11,682,504,5,14,4,682,496,19,NA,NA,NA,NA,NA,NA,NA,666,475,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,674,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,511,416,391,51,37,18,9,24,36,22,568,508,412,378,36,36,12,25,19,12,542,511,413,371,57,29,20,10,19,6,561,497,390,356,46,33,31,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,460,NA,NA,NA
"158","Grandville Precinct 3",2197,1391,"63%",796,519,39,8,7,3,791,514,33,13,811,450,29,10,30,833,505,7,17,5,831,498,22,NA,NA,NA,NA,NA,NA,NA,819,476,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715,645,416,375,54,34,13,8,15,41,33,699,652,402,363,38,35,16,33,16,14,672,650,408,358,51,40,28,13,17,15,707,629,374,342,47,36,41,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821,437,NA,NA,NA
"159","Grandville Precinct 4",1979,1483,"74%",853,580,22,9,9,1,853,562,35,8,909,473,37,8,16,873,575,7,10,3,882,563,19,NA,NA,NA,NA,NA,NA,NA,875,512,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787,733,475,436,42,26,12,9,19,31,26,765,709,443,415,29,34,21,36,18,15,744,720,470,411,32,32,29,20,13,9,761,697,423,375,34,29,34,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,447,NA,NA,NA
"160","Grandville Precinct 5",2147,1489,"69%",881,567,14,7,5,0,867,553,20,12,904,487,16,13,24,895,555,12,8,1,908,535,17,NA,NA,NA,NA,NA,NA,NA,897,509,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,746,479,424,38,16,21,12,17,29,21,810,752,424,411,14,19,21,35,10,10,788,747,451,402,29,23,23,12,11,14,791,732,412,376,30,21,33,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,892,460,NA,NA,NA
"161","Grandville Precinct 6",1655,1182,"71%",699,440,20,3,4,4,702,429,21,7,742,373,18,6,13,724,427,5,5,4,735,406,15,NA,NA,NA,NA,NA,NA,NA,730,380,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,605,359,337,35,21,7,6,9,30,14,631,593,329,302,22,23,23,28,13,14,608,603,338,310,27,23,23,16,13,14,635,579,301,282,29,21,32,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,352,NA,NA,NA
"162","Grattan Township Precinct 1",1502,993,"66%",638,321,16,4,3,1,630,310,21,10,646,258,26,18,13,640,320,11,8,3,NA,NA,NA,659,276,31,NA,NA,NA,NA,651,275,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678,252,26,553,500,250,243,36,31,16,8,17,28,21,536,522,224,224,24,23,14,28,14,14,530,513,257,219,32,23,24,22,10,10,530,495,229,208,34,28,33,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,263,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Grattan Township Precinct 2",1598,1133,"70%",617,479,10,5,7,6,614,471,13,10,625,411,27,8,17,611,486,6,13,5,NA,NA,NA,672,413,26,NA,NA,NA,NA,641,434,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634,428,27,547,511,375,362,37,29,18,8,16,22,24,521,507,350,336,25,23,14,27,26,20,517,504,351,341,33,23,20,14,17,16,516,493,343,317,31,21,34,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,409,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Kentwood Ward 1 Precinct 1",2072,1009,"48%",443,532,9,7,3,2,435,521,18,13,463,457,30,11,11,446,529,7,8,4,454,507,22,NA,NA,NA,448,490,18,9,NA,NA,NA,NA,NA,NA,NA,441,499,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,362,402,386,19,20,16,8,10,29,26,383,368,400,380,17,22,18,15,8,9,372,371,427,344,26,19,20,12,12,11,385,347,392,370,21,23,27,14,NA,NA,NA,NA,NA,444,498,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Kentwood Ward 1 Precinct 2",2787,1711,"61%",709,912,41,10,17,3,697,908,50,16,728,825,44,13,33,741,904,9,29,5,751,898,25,NA,NA,NA,715,871,40,14,NA,NA,NA,NA,NA,NA,NA,705,853,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,584,757,722,57,39,28,12,25,71,35,638,595,725,696,39,45,23,43,39,21,614,588,770,683,56,41,35,20,27,23,627,588,727,675,55,49,47,26,NA,NA,NA,NA,NA,706,879,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Kentwood Ward 1 Precinct 3",1524,971,"63%",428,502,14,6,2,2,440,487,14,10,438,454,20,10,14,444,493,7,10,4,452,472,15,NA,NA,NA,444,454,16,11,NA,NA,NA,NA,NA,NA,NA,434,461,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,349,395,408,23,12,15,4,11,32,27,381,358,411,367,17,16,13,22,12,11,353,345,424,376,32,14,23,15,5,13,385,351,396,358,20,11,33,18,NA,NA,NA,NA,NA,424,474,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Kentwood Ward 1 Precinct 4",1385,654,"47%",231,382,13,4,9,1,223,376,24,11,230,342,23,11,12,247,364,10,12,4,246,358,23,NA,NA,NA,229,355,21,12,NA,NA,NA,NA,NA,NA,NA,225,357,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,173,298,275,18,19,16,3,9,36,20,194,178,294,269,17,16,12,21,16,11,179,189,293,256,21,17,24,22,10,7,201,176,275,258,17,16,32,17,NA,NA,NA,NA,NA,223,377,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
